episode,total_reward,success,steps_taken
1180,-200.0,False,200
1181,-200.0,False,200
1182,-158.0,True,158
1183,-152.0,True,152
1184,-200.0,False,200
1185,-200.0,False,200
1186,-162.0,True,162
1187,-200.0,False,200
1188,-172.0,True,172
1189,-200.0,False,200
1190,-200.0,False,200
1191,-200.0,False,200
1192,-200.0,False,200
1193,-200.0,False,200
1194,-200.0,False,200
1195,-200.0,False,200
1196,-200.0,False,200
1197,-200.0,False,200
1198,-200.0,False,200
1199,-200.0,False,200
1200,-200.0,False,200
1201,-200.0,False,200
1202,-200.0,False,200
1203,-200.0,False,200
1204,-200.0,False,200
1205,-189.0,True,189
1206,-200.0,False,200
1207,-200.0,False,200
1208,-158.0,True,158
1209,-200.0,False,200
1210,-200.0,True,200
1211,-166.0,True,166
1212,-200.0,False,200
1213,-200.0,False,200
1214,-200.0,False,200
1215,-157.0,True,157
1216,-161.0,True,161
1217,-174.0,True,174
1218,-156.0,True,156
1219,-200.0,False,200
1220,-153.0,True,153
1221,-162.0,True,162
1222,-153.0,True,153
1223,-167.0,True,167
1224,-152.0,True,152
1225,-155.0,True,155
1226,-143.0,True,143
1227,-162.0,True,162
1228,-162.0,True,162
1229,-167.0,True,167
1230,-148.0,True,148
1231,-156.0,True,156
1232,-158.0,True,158
1233,-158.0,True,158
1234,-157.0,True,157
1235,-161.0,True,161
1236,-156.0,True,156
1237,-155.0,True,155
1238,-168.0,True,168
1239,-144.0,True,144
1240,-158.0,True,158
